index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
2143,02143,img_2_1_0028.p(480)_Scan_edit.jpg,02143.png,young boy with playful expression,portrait|ink wash|detailed,"A young boy with a playful expression is depicted in the center, wearing a checkered shirt and a cap. The ink wash technique uses varied brush strokes to create texture in the clothing and subtle gradients in the face. The monochrome palette enhances the lively and mischievous mood, with detailed line work emphasizing the boy's features, portrait, ink wash, detailed, traditional ink wash painting",0.0
2144,02144,img_2_1_0406(1549)_Scan_edit.jpg,02144.png,man in hard hat,portrait|bold brushwork|negative space,"A portrait of a man wearing a hard hat, centered in the composition. The artist uses bold, confident brush strokes to define facial features and clothing, with varying ink densities creating depth and texture. The background is left as negative space, emphasizing the subject. The mood is serious and contemplative, portrait, bold brushwork, negative space, traditional ink wash painting",0.0
2145,02145,img_3_1_0288.p(1287)_Scan_edit.jpg,02145.png,sneakers,ink wash|brush strokes|negative space,"A pair of sneakers is depicted in a dynamic, overlapping composition, positioned centrally with a slight tilt. The ink wash technique showcases varied brush strokes, with dense black outlines and softer gray gradients for shading. The use of negative space highlights the sneakers, creating a sense of lightness and movement, ink wash, brush strokes, negative space, traditional ink wash painting",0.0
2146,02146,img_1_1_0082.p(3389)_Scan_edit.jpg,02146.png,mountain landscape,landscape|ink wash|dramatic,"A dramatic mountain landscape with towering peaks and rugged cliffs, viewed from a high vantage point. The ink wash technique uses bold, textured brush strokes to define the rocky formations, while softer washes create misty valleys and distant mountains. The composition captures a sense of grandeur and isolation, with a monochrome palette enhancing the atmospheric depth, landscape, ink wash, dramatic, traditional ink wash painting",0.0
2147,02147,img_3_1_0046.p(945)_Scan_edit.jpg,02147.png,kitten,delicate|soft|endearing,"A kitten is centrally placed, depicted with delicate brush strokes capturing its soft fur and curious expression. The ink density varies to highlight the texture of the fur and the brightness in the eyes, using subtle gradients and negative space to create depth. The mood is gentle and endearing, delicate, soft, endearing, traditional ink wash painting",0.0
2148,02148,img_3_1_0537(7270)_Scan_edit.jpg,02148.png,traditional smoking pipes,ink wash|brush strokes|negative space,"A collection of traditional smoking pipes and accessories is arranged in the foreground, depicted with bold, expressive brush strokes. The ink varies in density, creating a textured appearance with subtle gradients. Negative space is used effectively to highlight the objects, evoking a sense of nostalgia and simplicity, ink wash, brush strokes, negative space, traditional ink wash painting",0.0
2149,02149,img_1_1_0285(6435)_Scan_edit.jpg,02149.png,waterfall and forest,landscape|dynamic|monochrome,"A dynamic waterfall cascades through a rocky landscape, surrounded by dense forest. The composition centers on the waterfall, with trees framing the scene. Bold, fluid brush strokes depict the rushing water, while softer, textured strokes illustrate the forest and rocks. The monochrome ink wash creates a serene yet powerful atmosphere, emphasizing the natural beauty and movement, landscape, dynamic, monochrome, traditional ink wash painting",0.0
2150,02150,img_3_1_0054.p(1585)_Scan_edit.jpg,02150.png,cassette tapes,ink wash|nostalgic|negative space,"Two cassette tapes are depicted in a diagonal arrangement, one in the foreground and one slightly elevated in the background. The ink wash technique uses varied brush strokes, with denser ink outlining the tapes and lighter washes filling the reels. The negative space emphasizes the tapes' form, creating a nostalgic and contemplative mood, ink wash, nostalgic, negative space, traditional ink wash painting",0.0
2151,02151,img_1_1_0249(3066)_Scan_edit.jpg,02151.png,bird over mountains,ink wash|landscape|dramatic,"A solitary bird soars over rugged mountain peaks, positioned centrally against a dramatic sky. The ink wash technique captures the dense, swirling clouds with varying gradients, while the mountains are detailed with bold, textured brush strokes. Sunlight pierces through the clouds, creating a dynamic contrast. The atmosphere is one of majesty and solitude, ink wash, landscape, dramatic, traditional ink wash painting",0.0
2152,02152,img_2_1_0251(1040)_Scan_edit.jpg,02152.png,young girl,portrait|fine lines|monochrome,"A young girl is depicted in the center with flowing hair and a gentle expression. The ink wash technique uses fine, delicate brush strokes to capture the intricate details of her hair and facial features. The composition is monochrome, emphasizing the contrast between the dark lines and the white negative space, creating a serene and contemplative mood, portrait, fine lines, monochrome, traditional ink wash painting",0.0
2153,02153,img_2_1_0231.p(5688)_Scan_edit.jpg,02153.png,Man with joyful expression,portrait|ink wash|contrast,"A man with a joyful expression is centered in the composition, wearing a fur-collared coat. The ink wash technique uses varied brush strokes to capture the texture of the fur and the subtle details of his face. The monochrome palette emphasizes the contrast between light and shadow, creating a warm and inviting atmosphere, portrait, ink wash, contrast, traditional ink wash painting",0.0
2154,02154,img_1_1_0154.p(4193)_Scan_edit.jpg,02154.png,misty forest and mountains,landscape|mist|gradient,"A serene landscape with mist enveloping a dense forest in the foreground, while distant mountains rise in the background. The brushwork features delicate, soft strokes for the mist, contrasting with the darker, more defined strokes of the trees. The ink wash creates a gradient from light to dark, enhancing the atmospheric depth and tranquility, landscape, mist, gradient, traditional ink wash painting",0.0
2155,02155,img_2_1_0433(1093)_Scan_edit.jpg,02155.png,young woman with braided hair,portrait|delicate brushwork|negative space,"A young woman with braided hair and a cap is depicted in a three-quarter view, her expression cheerful. The brushwork is delicate, with fine lines defining facial features and soft washes creating the texture of her clothing. The background is left as negative space, enhancing the subject's prominence. The mood is light and joyful, portrait, delicate brushwork, negative space, traditional ink wash painting",0.0
2156,02156,img_3_1_0482(1954)_Scan_edit.jpg,02156.png,kitchen whisks,monochrome|contrast|simplicity,"Two kitchen whisks are depicted in a horizontal layout, one above the other, with a focus on their elongated handles and wire loops. The ink wash technique uses bold, dark strokes for the wires and softer gradients for the handles, creating a contrast between the dense ink and the white negative space. The composition conveys a sense of simplicity and functionality, monochrome, contrast, simplicity, traditional ink wash painting",0.0
2157,02157,img_3_1_0100(370)_Scan_edit.jpg,02157.png,fruit in a bowl,still life|ink wash|negative space,"A still life composition of fruit in a bowl, centrally placed with a focus on apples and grapes. The brushwork is delicate, with varying ink densities creating depth and texture. Soft gradients and subtle washes define the fruit, while negative space enhances the simplicity. The mood is serene and contemplative, still life, ink wash, negative space, traditional ink wash painting",0.0
2158,02158,img_2_1_0093.p(4016)_Scan_edit.jpg,02158.png,children smiling,detailed|expressive|joyful,"Two children are depicted in close-up, their expressions joyful and lively. The brushwork is detailed, with fine lines capturing facial features and hair, while soft washes create subtle shading on their skin. The ink density varies, adding depth and texture, with a focus on the children's bright smiles. The atmosphere is warm and cheerful, detailed, expressive, joyful, traditional ink wash painting",0.0
2159,02159,img_2_1_0349(5648)_Scan_edit.jpg,02159.png,,,,0.0
2160,02160,img_1_1_0024.p(231)_Scan_edit.jpg,02160.png,leafless tree and distant figure,ink wash|gradient|serene,"A large, leafless tree dominates the foreground, its intricate branches extending across the canvas. The background features a misty landscape with a distant figure walking along a path. The ink wash technique creates a soft gradient, with dense strokes for the tree and lighter washes for the misty atmosphere, evoking a serene, contemplative mood, ink wash, gradient, serene, traditional ink wash painting",0.0
